Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
EURAZEO,F:ERF,EURA.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Eurazeo,Active,1.0
EUTELSAT COMMUNICATIONS,F:ETL,ETL.PA,2122005,2005,Equities,Euronext.liffe Paris,France,Euro,Telecommunications Equipment,Eutelsat Communications,Active,1.0
FLSMIDTH AND B,DK:FLB,FLS.CO,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Flsmidth and B,Active,1.0
HIAB CORPORATION B,M:CGCB,HIAB.HE,1062005,2005,Equities,Helsinki,Finland,Euro,Industrial Engineering,Hiab Corporation B,Active,1.0
LAGARDERE GROUPE,F:MMB,LAGA.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Media,Lagardere Groupe,Active,1.0
LISI,F:FII,GFII.PA,3071989,1989,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,Lisi,Active,1.0
LOLLANDS BANK,DK:LOL,LOLB.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Lollands Bank,Active,1.0
MANDATUM,M:MAND,MANTA.HE,2102023,2023,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,Mandatum,Active,1.0
MELEXIS,B:MELE,MLXS.BR,17052002,2002,Equities,Euronext.liffe Brussels,Belgium,Euro,Technology Hardware and Equipment,Melexis,Active,0.0
MONCEY FINANCIERE,F:TRNP,FMONC.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Moncey Financiere,Active,1.0
NETCOMPANY GROUP,DK:NGP,NETCG.CO,7062018,2018,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Netcompany Group,Active,1.0
ROCKWOOL B,DK:ROC,ROCKb.CO,17011996,1996,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Rockwool B,Active,1.0
SHURGARD SELF STORAGE,B:SHUR,SHUR.BR,15102018,2018,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Shurgard Self Storage,Active,0.0
SOLVAY,B:SOL,SOLB.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Solvay,Active,0.0
TELEPERFORMANCE,F:ROFR,TEPRF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Teleperformance,Active,1.0
THEON INTERNATIONAL,H:THIW,THEON.AS,7022024,2024,Equities,Euronext.liffe Amsterdam,Cyprus,Euro,Aerospace and Defense,Theon International,Active,1.0
TIETO,M:TIE1,TIETO.HE,25031988,1988,Equities,Helsinki,Finland,Euro,Software and Computer Services,Tieto,Active,1.0
TIKEHAU CAPITAL,F:TKO,TKOO.PA,6032017,2017,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Tikehau Capital,Active,1.0
TITAN,B:TITC,TITC.BR,23072019,2019,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,Titan,Active,0.0
TORM A,DK:TRM,TRMDa.CO,21051990,1990,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Torm A,Active,1.0
TRIGANO,F:TRI,TRIA.PA,18031998,1998,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Trigano,Active,1.0
VERALLIA,F:VERP,VRLA.PA,4102019,2019,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Verallia,Active,1.0
VGP,B:VGP,VGP1.BR,6122007,2007,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,VGP,Active,0.0
VICAT,F:VCT,VCTP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Vicat,Active,1.0
VIOHALCO,B:VIO,VIOH.BR,7112013,2013,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Metals and Mining,Viohalco,Active,0.0
WIENERBERGER,O:WNBA,WBSV.VI,1011973,1973,Equities,Vienna Stock Exchange,Austria,Euro,Construction and Materials,Wienerberger,Active,0.0
YODA,CP:YOD,YODAP.CY,27122022,2022,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,Yoda,Active,1.0
ALM BRAND,DK:ABF,ALMB.CO,1071985,1985,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Non-life Insurance,Almanij Brand,Active,1.0
AZELIS GROUP,B:AZE,AZE.BR,17092021,2021,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Support Services,Azelis Group,Active,0.0
BIC,F:BIC,BICP.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",BIC,Active,1.0
CA IM.ANLAGEN,O:CAIM,CAIV.VI,3051991,1991,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CA Immobilien Anlagen,Active,0.0
COVIVIO HOTELS,F:FMU,COVH.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Covivio Hotels,Active,1.0
EXOSENS,F:EXOP,EXENS.PA,7062024,2024,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,Exosens,Active,1.0
FYNSKE BANK,DK:FYN,FYNBK.CO,15102001,2001,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Fynske Bank,Active,1.0
ID LOGISTICS GROUP,F:IDL,IDLA.PA,12042012,2012,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,ID Logistics Group,Active,1.0
OUTOKUMPU 'A',M:OUTO,OUT1V.HE,13121989,1989,Equities,Helsinki,Finland,Euro,Industrial Metals and Mining,Outokumpu 'A',Active,1.0
RUBIS,F:RUI,RUBF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Retailers,Rubis,Active,1.0
SOPRA STERIA GROUP,F:SOP,SOPR.PA,27031990,1990,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Sopra Steria Group,Active,1.0
VALEO,F:FR,VLOF.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Valeo,Active,1.0
WENDEL,F:MF@F,MWDP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Wendel,Active,1.0
ZEALAND PHARMA,DK:ZEA,ZELA.CO,24112010,2010,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Zealand Pharma,Active,1.0
2CRSI,F:CRSI,AL2SI.PA,22062018,2018,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,2CRSI,Active,1.0
AGRANA BETEILIGUNGS,O:AGR,AGRV.VI,6111991,1991,Equities,Vienna Stock Exchange,Austria,Euro,Food Producers,Agrana Beteiligungs,Active,0.0
AKTIA BANK A,M:AKTA,AKTIA.HE,29092009,2009,Equities,Helsinki,Finland,Euro,Banks,Aktia Bank A,Active,1.0
ATOS,F:ATO,ATOS.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Atos,Active,1.0
BARCO NEW,B:BAR,BAR.BR,26061986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Technology Hardware and Equipment,Barco New,Active,0.0
CARE PROPERTY INV,B:CPIN,CPINV.BR,29031999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Care Property INV,Active,0.0
CHEMOMETEC,DK:CHM,CHEMM.CO,18122006,2006,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Medical Equipment and Services,Chemometec,Active,1.0
DFDS,DK:DFD,DFDS.CO,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,DFDS,Active,1.0
EASTERNMED REAL ESTATE CAPITAL,CP:ERE,EMREA.CY,7072022,2022,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Easternmed Real Estate Capital,Active,1.0
ENERGYVISION,B:ENER,ENRGY.BR,9072025,2025,Equities,Euronext.liffe Brussels,Belgium,Euro,Electricity,Energyvision,Active,0.0
ENTECA,CP:ENT,NTK.CY,25072023,2023,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,Enteca,Active,1.0
EXAIL TECHNOLOGIES,F:EXA,EXA.PA,27021998,1998,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,Exail Technologies,Active,1.0
FAGRON,B:FAGR,FAGRO.BR,4102007,2007,Equities,Euronext.liffe Brussels,Belgium,Euro,Medical Equipment and Services,Fagron,Active,0.0
FREY,F:FREY,FREY.PA,26032008,2008,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Frey,Active,1.0
GIMV,B:GIM,GIMV.BR,26061997,1997,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Gimv,Active,0.0
GUBRA,DK:GUB,GUBRA.CO,30032023,2023,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Gubra,Active,1.0
H&K,F:MLHK,MLHK.EUA,28072015,2015,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,H&K,Active,1.0
HARVIA,M:HARV,HARVIA.HE,22032018,2018,Equities,Helsinki,Finland,Euro,Leisure Goods,Harvia,Active,1.0
KAUFMAN ET BROAD,F:KAUF,KOF.PA,4022000,2000,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Kaufman et Broad,Active,1.0
KEMPOWER,M:KEMP,KEMPOWR.HE,14122021,2021,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Kempower,Active,1.0
LENZING,O:LNZ,LENV.VI,19091985,1985,Equities,Vienna Stock Exchange,Austria,Euro,Chemicals,Lenzing,Active,0.0
LOUIS HACHETTE GROUP,F:LOHG,ALHG.PA,16122024,2024,Equities,Euronext.liffe Paris,France,Euro,Retailers,Louis Hachette Group,Active,1.0
MATAS,DK:MAT,MATAS.CO,28062013,2013,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Retailers,Matas,Active,1.0
MAYR-MELNHOF KARTON,O:MAYR,MMKV.VI,21041994,1994,Equities,Vienna Stock Exchange,Austria,Euro,General Industrials,Mayr-Melnhof Karton,Active,0.0
PREMIER ENERGY,RM:PR1,ROPE.BX,28052024,2024,Equities,Spot Regulated Market - BVB,Cyprus,Romanian Leu,"Gas, Water and Multi-utilities",Premier Energy,Active,1.0
SECHE ENVIRONNEMENT,F:SECH,CCHE.PA,26111997,1997,Equities,Euronext.liffe Paris,France,Euro,Waste and Disposal Services,Seche Environnement,Active,1.0
SOPHARMA,BL:SOF,BGSFA.BB,24102000,2000,Equities,Sofia,Bulgaria,Euro,Pharmaceuticals and Biotechnology,Sopharma,Active,1.0
SP GROUP,DK:SPG,SPGP.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,General Industrials,SP Group,Active,1.0
STEF,F:STEF,STF.PA,29061998,1998,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,Stef,Active,1.0
TERVEYSTALO,M:TERA,TTALO.HE,11102017,2017,Equities,Helsinki,Finland,Euro,Health Care Providers,Terveystalo,Active,1.0
THERMADOR GROUPE,F:THRM,THHG.PA,29071988,1988,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Thermador Groupe,Active,1.0
TOUR EIFFEL,F:EIFF,TEIF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Tour Eiffel,Active,1.0
UBISOFT ENTERTAINMENT CAT A,F:UBI,UBIP.PA,4071996,1996,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Ubisoft Entertainment Cat A,Active,1.0
VAISALA A,M:VAIS,VAIAS.HE,4011993,1993,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Vaisala A,Active,1.0
VIRIDIEN,F:CGG,VIRI.PA,15061982,1982,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Viridien,Active,1.0
VOLTALIA,F:VLTS,VLTSA.PA,5052006,2006,Equities,Euronext.liffe Paris,France,Euro,Electricity,Voltalia,Active,1.0
X-FAB SILICON FOUNDRIES,F:XFAB,XFAB.PA,5042017,2017,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,X-FAB Silicon Foundries,Active,1.0
74SOFTWARE,F:AXW,74SW.PA,13062011,2011,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,74SOFTWARE,Active,1.0
ADDIKO BANK,O:ADKO,ADKO.VI,12072019,2019,Equities,Vienna Stock Exchange,Austria,Euro,Banks,Addiko Bank,Active,0.0
ALTAMIR,F:ALT,ALMP.PA,3121996,1996,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Altamir,Active,1.0
ALTAREIT,F:AREI,AREIT.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Altareit,Active,1.0
ALTEN,F:ALTE,LTEN.PA,28011999,1999,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Alten,Active,1.0
AMBU B,DK:AMB,AMBUb.CO,16061992,1992,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Medical Equipment and Services,Ambu B,Active,1.0
ARGAN,F:ARG,ARGAN.PA,18062007,2007,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Argan,Active,1.0
ASSYSTEM,F:BRIM,ASY.PA,21101999,1999,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Assystem,Active,1.0
ATLANTIC GRUPA,CR:ATG,ATGR.ZA,19112007,2007,Equities,Zagreb,Croatia,Euro,Food Producers,Atlantic Grupa,Active,1.0
AUBAY,F:AUBT,AUBT.PA,16061998,1998,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Aubay,Active,1.0
BAJAJ MOBILITY AG (WBO),O:KTMI,BMAG.VI,22032004,2004,Equities,Vienna Stock Exchange,Austria,Euro,Leisure Goods,Bajaj Mobility AG (Vienna Stock Exchange),Active,0.0
BASSAC,F:LNC,BASS.PA,15112006,2006,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Bassac,Active,1.0
BAVARIAN NORDIC,DK:BAV,BAVA.CO,5111998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Bavarian Nordic,Active,1.0
BEKAERT (D),B:BEKB,BEKB.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Metals and Mining,Bekaert (D),Active,0.0
BENETEAU,F:CHBE,CHBE.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Beneteau,Active,1.0
BKS BANK,O:KAER,KAER.VI,1071986,1986,Equities,Vienna Stock Exchange,Austria,Euro,Banks,Banks Bank,Active,0.0
BURELLE,F:BUR,BULY.PA,21031991,1991,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Burelle,Active,1.0
CITYCON,M:CIT,CTY1S.HE,24081990,1990,Equities,Helsinki,Finland,Euro,Real Estate Investment and Services,Citycon,Active,1.0
CLARIANE,F:KORI,CLARI.PA,23112006,2006,Equities,Euronext.liffe Paris,France,Euro,Health Care Providers,Clariane,Active,1.0
COMPAGNIE DU BOIS SAUVAGE,B:BSV,CBOS.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Compagnie du Bois Sauvage,Active,0.0
CPI EUROPE AGE,O:IMMO,CPIE.VI,23011996,1996,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CPI Europe Age,Active,0.0
CREDIT AGR.ILE DE FRANCE,F:CAI,CAIF.PA,2031988,1988,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Ile de France,Active,1.0
CREDIT AGRICOLE BRIE PICARDIE,F:CRB2,CRBP2.PA,13062007,2007,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Brie Picardie,Active,1.0
DBV TECHNOLOGIES,F:DBV,DBV.PA,27032012,2012,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,DBV Technologies,Active,1.0
DMPKBT.NORDEN,DK:DNO,DNORD.CO,16061989,1989,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Dampskibsselskabet Norden,Active,1.0
DO CO REST.CATER.,O:DOC,DOCO.VI,29061998,1998,Equities,Vienna Stock Exchange,Austria,Euro,Travel and Leisure,Do Company Restaurants Catering,Active,0.0
ELIOR GROUP,F:ELIO,ELIOR.PA,10062014,2014,Equities,Euronext.liffe Paris,France,Euro,Consumer Services,Elior Group,Active,1.0
EQUASENS,F:PHA,EQSE.PA,19102000,2000,Equities,Euronext.liffe Paris,France,Euro,Health Care Providers,Equasens,Active,1.0
EUROTELESITES AG,O:EURA,ETS.VI,22092023,2023,Equities,Vienna Stock Exchange,Austria,Euro,Telecommunications Equipment,Eurotelesites AG,Active,0.0
EVS BROADCAST EQUIPMENT,B:EVS,EVSB.BR,14101998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Telecommunications Equipment,EVS Broadcast Equipment,Active,0.0
EXMAR,B:EXM,EXMR.BR,23062003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Transportation,Exmar,Active,0.0
FISKARS A,M:FKA,FSKRS.HE,25031988,1988,Equities,Helsinki,Finland,Euro,Household Goods and Home Construction,Fiskars A,Active,1.0
FLORIDIENNE,B:FLOB,FLOB.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Floridienne,Active,0.0
FNAC DARTY,F:FNAC,FNAC.PA,19062013,2013,Equities,Euronext.liffe Paris,France,Euro,Retailers,Fnac Darty,Active,1.0
FRAMERY GROUP,M:FRAG,FRAMERY.HE,2122025,2025,Equities,Helsinki,Finland,Euro,Household Goods and Home Construction,Framery Group,Active,1.0
GALAPAGOS,H:GLPG,GLPG.AS,6052005,2005,Equities,Euronext.liffe Amsterdam,Belgium,Euro,Pharmaceuticals and Biotechnology,Galapagos,Active,0.0
GROUPE CRIT,F:CRIT,CITT.PA,17031999,1999,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Groupe Crit,Active,1.0
H LUNDBECK A,DK:HLA,HLUNa.CO,10062022,2022,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,H Lundbeck A,Active,1.0
HRVATSKA POSTANSKA BANKA,CR:HRV,HPBZ.ZA,1032006,2006,Equities,Zagreb,Croatia,Euro,Banks,Hrvatska Postanska Banka,Active,1.0
ICADE REIT,F:ICAD,ICAD.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Icade REIT,Active,1.0
IMERYS,F:NK,IMTP.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Industrial Metals and Mining,Imerys,Active,1.0
INTERPARFUMS,F:ITP,IPAR.PA,10061994,1994,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,Interparfums,Active,1.0
IPSOS,F:IPS,ISOS.PA,30061999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,Ipsos,Active,1.0
JADRANSKI NAFTOVODI,CR:JAD,JANF.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,"Oil, Gas and Coal",Jadranski Naftovodi,Active,1.0
JENSEN-GROUP,B:LSG,JEN.BR,27061997,1997,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Engineering,Jensen-Group,Active,0.0
KINEPOLIS GROUP,B:KIN,KIPO.BR,8041998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Media,Kinepolis Group,Active,0.0
KONCAR DISTRIBUT,CR:KBT,KODT.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Electronic and Electrical Equipment,Koncar Distribut,Active,1.0
LAN & SPAR BANK,DK:LAS,LASP.CO,9051994,1994,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,LAN and Spar Bank,Active,1.0
LAURENT PERRIER,F:LAU,LPER.PA,10061999,1999,Equities,Euronext.liffe Paris,France,Euro,Beverages,Laurent Perrier,Active,1.0
M6-METROPOLE TV,F:MMT,MMTP.PA,5101994,1994,Equities,Euronext.liffe Paris,France,Euro,Media,M6-Metropole Television,Active,1.0
MAISTRA,CR:MAI,MAIS.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Maistra,Active,1.0
MANITOU,F:MANI,MANP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Manitou,Active,1.0
MAUREL ET PROM,F:MAU,MAUP.PA,17081990,1990,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Maurel et Prom,Active,1.0
MEDINCELL,F:MEDI,MEDCL.PA,8102018,2018,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Medincell,Active,1.0
MERSEN (EX LCL),F:CRBL,CBLP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Mersen (ex LCL),Active,1.0
METSA BOARD B,M:METB,METSB.HE,31081989,1989,Equities,Helsinki,Finland,Euro,Industrial Materials,Metsa Board B,Active,1.0
MONTEA,B:MONT,MONTE.BR,17102006,2006,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Montea,Active,0.0
MONTEPINO LOGISTICA SOCIMI,F:BALS,MLMTP.EUA,6062023,2023,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Montepino Logistica Socimi,Active,1.0
MUSTI GROUP,M:MUSG,MUSTI.HE,13022020,2020,Equities,Helsinki,Finland,Euro,Retailers,Musti Group,Active,1.0
NANOBIOTIX,F:NANO,NANOB.PA,22102012,2012,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Nanobiotix,Active,1.0
NILFISK HOLDING,DK:NFH,NLFSK.CO,12102017,2017,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Nilfisk Holding,Active,1.0
NORTH ATLANTIC ENERGIES,F:ESSO,NAE.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",North Atlantic Energies,Active,1.0
NRJ GROUP,F:SONO,SONO.PA,15062000,2000,Equities,Euronext.liffe Paris,France,Euro,Media,NRJ Group,Active,1.0
NTG NORDIC TRANSPORT GROUP,DK:NEU,NTGNT.CO,14061996,1996,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,NTG Nordic Transport Group,Active,1.0
OENEO,F:SBT,SABT.PA,27061995,1995,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Oeneo,Active,1.0
OPMOBILITY,F:POM,OPM.PA,3011984,1984,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Opmobility,Active,1.0
ORANGE BELGIUM,B:OBEL,OBEL.BR,5101998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Telecommunications Service Providers,Orange Belgium,Active,0.0
OVH PROMESSES,F:PESM,OVH.PA,15102021,2021,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,OVH Promesses,Active,1.0
PALFINGER,O:PAL,PALF.VI,3061999,1999,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Engineering,Palfinger,Active,0.0
PER AARSLEFF HOLDING B,DK:PER,PAALb.CO,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Per Aarsleff Holding B,Active,1.0
PEUGEOT INVEST,F:FFP,PEUG.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Peugeot Invest,Active,1.0
PHILIP MORRIS CR,CZ:TAB,TABK.PR,9111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Tobacco,Philip Morris CR,Active,1.0
PIERRE & VACANCES,F:P&V,PVAC.PA,10061999,1999,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Pierre and Vacances,Active,1.0
PLACOPLATRE LIMITED DATA,F:PLAC,PLAP.EUA,1031996,1996,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Placoplatre Limited Data,Active,1.0
PLANISWARE,F:PLWP,PLNW.PA,18042024,2024,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Planisware,Active,1.0
PLAVA LAGUNA,CR:PLA,LAGP.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Plava Laguna,Active,1.0
PLUXEE,F:PLUX,PLX.PA,1022024,2024,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Pluxee,Active,1.0
PODRAVKA PREHRAMBENA INDUSTRIJA,CR:POD,PODR.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Food Producers,Podravka Prehrambena Industrija,Active,1.0
PONSSE,M:PON,PON1V.HE,15071996,1996,Equities,Helsinki,Finland,Euro,Industrial Engineering,Ponsse,Active,1.0
PORR,O:ALLG,ABGV.VI,1011973,1973,Equities,Vienna Stock Exchange,Austria,Euro,Construction and Materials,Porr,Active,0.0
PUUILO,M:PUUI,PUUILO.HE,24062021,2021,Equities,Helsinki,Finland,Euro,Retailers,Puuilo,Active,1.0
RECTICEL,B:REC,RECT.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,General Industrials,Recticel,Active,0.0
RETAIL ESTATES,B:RET,RETE.BR,29041998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Retail Estates,Active,0.0
RIVIERA HOLDINGS,CR:RIV,RIVP.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Riviera Holdings,Active,1.0
ROBERTET,F:ROBT,ROBF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Chemicals,Robertet,Active,1.0
ROSENBAUER INTL.,O:RBI,RBAV.VI,27091994,1994,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Transportation,Rosenbauer International,Active,0.0
