Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
NEDAP STK.,505508,-,15061990,1990,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unquoted equities,Nedap Stock,Dead,0.0
NEFINSA,685301,-,6081998,1998,Equities,Madrid,Spain,Euro,Unclassified,Nefinsa,Dead,0.0
NEMI FORSIKRING,N:NEMI,-,7062005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,Non-life Insurance,Nemi Forsikring,Dead,
NEOL BIOSOLUTIONS S A,E:NEOL,NEOL.MC^L19,29102015,2015,Equities,Mercado Continuo Espanol,Spain,Euro,Alternative Energy,Neol Biosolutions S A,Dead,0.0
NETWISE 'B',W:NETW,-,28092000,2000,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Netwise 'B',Dead,1.0
NEWFOUND (DI),NFND,-,7042000,2000,Equities,London,Netherlands,United Kingdom Pound,Real Estate Investment and Services,Newfound (Depository Interest),Dead,0.0
NEXTGENTEL,N:NEXT,-,19122003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Nextgentel,Dead,
NIKA,SV:NKA,-,4081999,1999,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Nika,Dead,0.0
NIKA 2,SV:NK2,-,6042001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Nika 2,Dead,0.0
NIKO ZELEZNIKI REDNE,SV:NZR,-,21091999,1999,Equities,Ljubljana,Slovenia,Euro,Industrial Metals and Mining,Niko Zelezniki Redne,Dead,0.0
NISSAN MTR.IBER.A SUSP 18/11/93-07/12/93,929554,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Spanish Peseta,Automobiles and Parts,Nissan Motor Iberica A Suspended 18/11/93-07/12/93,Dead,0.0
NITESTAR HOLDING,D:5NS,5NS.F^K11,25032008,2008,Equities,Deutsche Boerse AG,Netherlands,Euro,Industrial Engineering,Nitestar Holding,Dead,0.0
NOMI,PO:NOM,-,13121996,1996,Equities,Warsaw,Poland,Polish Zloty,General Industrials,Nomi,Dead,0.0
NOORD-EUR.HOUTH.,932870,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Support Services,Noord-European Houthandel,Dead,0.0
NORA,997498,-,2011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Food Producers,Nora,Dead,
NORDIC WATER SUPPLY,N:NDW,-,18021998,1998,Equities,Oslo Bors,Norway,Norwegian Krone,"Gas, Water and Multi-utilities",Nordic Water Supply,Dead,
NORDITUBE TECHS.,W:NTUB,-,30051997,1997,Equities,Stockholm,Sweden,Swedish Krona,Industrial Engineering,Norditube Technologies,Dead,1.0
NORDSM.& THLN.TOB,504065,-,23021989,1989,Equities,Stockholm,Sweden,Swedish Krona,Industrial Transportation,Nordstrom and Thulin TOB,Dead,1.0
NORGANI,N:NORG,-,16112005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,Travel and Leisure,Norgani,Dead,
NORGESKREDITT HOLDING,307683,-,7071992,1992,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Norgeskreditt Holding,Dead,
NORINVENT,W:NOI,NORIN.TE^E18,23052017,2017,Equities,Aktietorget,Sweden,Swedish Krona,Health Care Providers,Norinvent,Dead,1.0
NORIT,H:NOR,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,"Personal Care, Drug and Grocery Stores",Norit,Dead,0.0
NORRA NORDBANKEN,998079,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,Banks,Norra Nordbanken,Dead,1.0
NORRPORTEN,W:NRPT,-,28061994,1994,Equities,Stockholm,Sweden,Swedish Krona,Household Goods and Home Construction,Norrporten,Dead,1.0
NORWAY SEAFOODS,N:NWFF,NWSF.NFF^K16,19012012,2012,Equities,Norwegian OTC,Norway,Norwegian Krone,Food Producers,Norway Seafoods,Dead,
NORWAY SEAFOODS ASA,N:NWS,-,16051997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,Food Producers,Norway Seafoods ASA,Dead,
NOVACKE CHEMICKE ZAVODY,SK:NOD,-,28112003,2003,Equities,Bratislava,Slovakia,Euro,Chemicals,Novacke Chemicke Zavody,Dead,1.0
NOVADA,W:NOVD,-,8011999,1999,Equities,Stockholm,Sweden,Swedish Krona,Industrial Engineering,Novada,Dead,1.0
NOVITECH,SK:NOC,-,16092004,2004,Equities,Bratislava,Slovakia,Slovak Koruna,Software and Computer Services,Novitech,Dead,1.0
NOVITUS,PO:NVS,NOVI.WA^L11,22122005,2005,Equities,Warsaw,Poland,Polish Zloty,Electronic and Electrical Equipment,Novitus,Dead,0.0
NOVOHRADSKY PRIEM,SK:NOV,-,8031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Novohradsky Priem,Dead,1.0
NOWAGALA PDA,PO:CNA,-,3082007,2007,Equities,Warsaw,Poland,Polish Zloty,Unclassified,Nowagala PDA,Dead,0.0
NPM CAPITAL,H:NPM,-,21011987,1987,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Support Services,NPM Capital,Dead,0.0
NRS TECHNOLOGIES HOLDING,W:NRST,-,21062004,2004,Equities,Stockholm,Sweden,Swedish Krona,Retailers,NRS Technologies Holding,Dead,1.0
NYCOMED AMERSHAM PLC 'A',896626,-,29101997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,Medical Equipment and Services,Nycomed Amersham PLC 'A',Dead,
OBORNIKI,PO:OBO,-,9091998,1998,Equities,Warsaw,Poland,Polish Zloty,Household Goods and Home Construction,Oborniki,Dead,0.0
OEM AUTOMATIC B DEAD 04/01/93 USE 504425,749238,-,15121983,1983,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,OEM Automatic B Dead 04/01/93 Use 504425,Dead,1.0
OFFICESHOP HOLDING,N:OSH,-,2102000,2000,Equities,Oslo Bors,Norway,Norwegian Krone,Technology Hardware and Equipment,Officeshop Holding,Dead,
OLD HEROD FERM,SK:OLD,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Old Herod Ferm,Dead,1.0
OLIVA LIMITED DATA,P:OLI,-,27071988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Industrial Engineering,Oliva Limited Data,Dead,0.0
OLIVEIRA & FERREIR CONVERTED INTO 308625,759832,-,23101989,1989,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Oliveira and Ferreir Converted Into 308625,Dead,0.0
OMSA ALIMENTACION,E:OMS,-,18081992,1992,Equities,Mercado Continuo Espanol,Spain,Euro,Food Producers,Omsa Alimentacion,Dead,0.0
OMX,W:OMH,-,17071989,1989,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,OMX,Dead,1.0
ONE MEDIA HOLDING,W:ONE,ONE.ST^G12,19112004,2004,Equities,Stockholm,Sweden,Swedish Krona,Media,One Media Holding,Dead,1.0
OPTIMAIL 'A',W:CITA,-,3071998,1998,Equities,Stockholm,Sweden,Swedish Krona,Industrial Transportation,Optimail 'A',Dead,1.0
ORFE,PO:ORF,-,18042001,2001,Equities,Warsaw Continuous,Poland,Polish Zloty,Pharmaceuticals and Biotechnology,Orfe,Dead,0.0
ORIZONT TURISM,RM:ORT,-,23012002,2002,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Travel and Leisure,Orizont Turism,Dead,1.0
OSLO HANDELSBANK,756352,-,2011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Oslo Handelsbank,Dead,
OSLO HAVNELAGER,700302,-,10031981,1981,Equities,Oslo Bors,Norway,Norwegian Krone,Real Estate Investment and Services,Oslo Havnelager,Dead,
OSLO REINSURANCE,N:ORC,-,10051995,1995,Equities,Oslo Bors,Norway,Norwegian Krone,Non-life Insurance,Oslo Reinsurance,Dead,
OSLO SHIPHOLDING,505251,-,6021990,1990,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Transportation,Oslo Shipholding,Dead,
OSLOBANKEN A/S,27509W,-,5092003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Oslobanken A/S,Dead,
OSP AS PRIEVIDZA,SK:OSP,1OSP01AE.BV^A11,26042006,2006,Equities,Bratislava,Slovakia,Euro,Construction and Materials,OSP AS Prievidza,Dead,1.0
P A NOVA PDA,PO:NAA,NVAAa.WA^B11,29122010,2010,Equities,Warsaw,Poland,Polish Zloty,Real Estate Investment and Services,P A Nova PDA,Dead,0.0
P4 RADIO HELE NORGE,N:PFI,-,1111996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Media,P4 Radio Hele Norge,Dead,
PANALARM,W:PANA,-,5112007,2007,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Panalarm,Dead,1.0
PAO DE ACUCAR,P:PDA,-,4111994,1994,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Pao de Acucar,Dead,0.0
PEAK PERFORMANCE 'B',W:PEAB,-,7101996,1996,Equities,Stockholm,Sweden,Swedish Krona,Personal Goods,Peak Performance 'B',Dead,1.0
PEKABEX,PO:PBX,-,8091999,1999,Equities,Warsaw,Poland,Polish Zloty,Construction and Materials,Pekabex,Dead,0.0
PEPPE'S PIZZA,143030,-,8081994,1994,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Peppe's Pizza,Dead,
PERBIO SCIENCE,W:PER,-,18101999,1999,Equities,Stockholm,Sweden,Swedish Krona,Pharmaceuticals and Biotechnology,Perbio Science,Dead,1.0
PERSTORP B,W:PEBF,-,11031983,1983,Equities,Stockholm,Sweden,Swedish Krona,Chemicals,Perstorp B,Dead,1.0
PGP POLONIT,PO:PGP,PGPP.WA^J19,30082011,2011,Equities,Warsaw,Poland,Polish Zloty,Industrial Support Services,PGP Polonit,Dead,0.0
PHOENIX SATU MARE,RM:PHO,-,3061997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Travel and Leisure,Phoenix Satu Mare,Dead,1.0
PIONEER MARINE,N:PNRM,PNRM.NFF^A25,9092016,2016,Equities,Norwegian OTC,Norway,Norwegian Krone,Industrial Transportation,Pioneer Marine,Dead,
PIVOVARNA UNION,SV:PUN,-,3072000,2000,Equities,Ljubljana,Slovenia,Slovenian Tolar,Beverages,Pivovarna Union,Dead,0.0
PLASTIKA,673290,-,5031998,1998,Equities,Bratislava,Slovakia,Euro,Unclassified,Plastika,Dead,1.0
PLATZER FTGH. B,W:PLZF,-,8051989,1989,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Platzer Fastighets B,Dead,1.0
PODVIHORLAT PEK A CUKR,SK:PVP,-,21011999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Podvihorlat Pek A Cukr,Dead,1.0
POLAR,893057,-,18111997,1997,Equities,Warsaw,Poland,Polish Zloty,"Personal Care, Drug and Grocery Stores",Polar,Dead,0.0
POLNONAKUP ROVINA,SK:POR,-,30031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polnonakup Rovina,Dead,1.0
POLNONAKUP SPIS,682400,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Food Producers,Polnonakup Spis,Dead,1.0
POMURSKA INV.DRUZBA 2,SV:PID,-,30042001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Pomurska Investment Druzba 2,Dead,0.0
POWEL,N:POW,POWEL.OL^A10,24102005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Powel,Dead,
POZEMNE STAVBY TRE,SK:POS,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Construction and Materials,Pozemne Stavby Tre,Dead,1.0
POZMEAT,PO:POZ,-,14111997,1997,Equities,Warsaw,Poland,Polish Zloty,Food Producers,Pozmeat,Dead,0.0
PREGLEJKA,SK:PRG,-,18011999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Preglejka,Dead,1.0
PRESTO,PO:PST,PSTP.WA^H21,8022013,2013,Equities,Warsaw,Poland,Polish Zloty,Construction and Materials,Presto,Dead,0.0
PROCISA LTD DATA,E:PROC,-,28081998,1998,Equities,Madrid,Spain,Euro,Real Estate Investment and Services,Procisa Limited Data,Dead,0.0
PROCORDIA A CONVERTED-779294,772285,-,15101987,1987,Equities,Stockholm,Sweden,Swedish Krona,General Industrials,Procordia A Converted-779294,Dead,1.0
PROFDOC,N:PRO,-,28051998,1998,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Profdoc,Dead,
PROGRES,SK:PGS,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Industrial Transportation,Progres,Dead,1.0
PROHOLDING,P:PRH,-,18121992,1992,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,General Industrials,Proholding,Dead,0.0
PROJEKTINGRUZOMBE,SK:PJK,-,17121999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Projektingruzombe,Dead,1.0
PROOST EN BRANDT,932883,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Leisure Goods,Proost En Brandt,Dead,0.0
PROTECTOR,J:FQ@N,-,1011973,1973,Equities,London,Netherlands,Dutch Guilder,Unclassified,Protector,Dead,0.0
PROTORP FRV. DEAD 04/01/93 USE 504249,749064,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,Protorp Forvaltnings Dead 04/01/93 Use 504249,Dead,1.0
PROVENTUS B DEAD 04/01/93 USE 756487,741012,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,Proventus B Dead 04/01/93 Use 756487,Dead,1.0
PROXIMA,N:ASK,-,22081996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Technology Hardware and Equipment,Proxima,Dead,
PSB,SK:PSB,-,23061999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,PSB,Dead,1.0
PV ENTERPRISE SWEDEN,W:PVE,PVET.ST^J11,19122006,2006,Equities,Stockholm,Sweden,Swedish Krona,Alternative Energy,PV Enterprise Sweden,Dead,1.0
PWT B,W:PWTB,-,15051998,1998,Equities,Stockholm,Sweden,Swedish Krona,"Gas, Water and Multi-utilities",PWT B,Dead,1.0
RAFINARIA VENUS OILREG,RM:OIG,-,7012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Waste and Disposal Services,Rafinaria Venus Oilreg,Dead,1.0
RAVAST (BER),307071,-,8021991,1991,Equities,Berlin,Netherlands,German Mark,Real Estate Investment and Services,Ravast (Berlin),Dead,0.0
RAYCLINIC,W:RCLN,RCLNb.ST^E09,11012007,2007,Equities,Stockholm,Sweden,Swedish Krona,Health Care Providers,Rayclinic,Dead,1.0
RC GRUPPEN,N:RCG,-,12061997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Engineering,RC Gruppen,Dead,
REALIA,945605,-,6011984,1984,Equities,Oslo Bors,Norway,Norwegian Krone,Real Estate Investment and Services,Realia,Dead,
REBELLE,W:REBE,BELLE.ST^I22,25022022,2022,Equities,Stockholm,Sweden,Swedish Krona,Retailers,Rebelle,Dead,1.0
RECOLETOS GPO.DE COMM.,E:RECO,-,24102000,2000,Equities,Mercado Continuo Espanol,Spain,Euro,Media,Recoletos Grupo de Communication,Dead,0.0
REITAN NARVESEN,N:RNA,-,4061996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Retailers,Reitan Narvesen,Dead,
REMORA,51697Q,-,27022008,2008,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Remora,Dead,
RENTA IMMOBILIARIA,930990,-,2031987,1987,Equities,Madrid,Spain,Spanish Peseta,Real Estate Investment and Services,Renta Immobiliaria,Dead,0.0
RESIB,RM:RES,RORESI.BX^G17,1012002,2002,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Real Estate Investment and Services,Resib,Dead,1.0
RKS B,W:RKSB,-,17051999,1999,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,RKS B,Dead,1.0
ROBECO SUB-SHS.O/NS. (LON),926420,-,1101992,1992,Equities,London,Netherlands,Euro,Investment Banking and Brokerage Services,Robeco Sub-Shares Other Names (London),Dead,0.0
ROCAR,RM:RCR,-,8111999,1999,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Transportation,Rocar,Dead,1.0
ROMFELT,RM:RML,-,25041997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Personal Goods,Romfelt,Dead,1.0
ROMPORTMET,RM:ROE,ROMT.BRQ^D11,6021997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Transportation,Romportmet,Dead,1.0
RORVIKS GRUPPEN 'B',W:SYVF,-,18081989,1989,Equities,Stockholm,Sweden,Swedish Krona,Construction and Materials,Rorviks Gruppen 'B',Dead,1.0
ROSADA,RM:ROA,-,21032003,2003,Equities,RASDAQ,Romania,Romanian Leu,Personal Goods,Rosada,Dead,1.0
ROTI AUTO DRAGASANI,RM:ROT,-,14021997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Automobiles and Parts,Roti Auto Dragasani,Dead,1.0
ROTTEFELLA,756375,-,4011982,1982,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Metals and Mining,Rottefella,Dead,
RUNICOM,PO:RUN,RUNP.WA^J18,5012011,2011,Equities,Warsaw,Poland,Polish Zloty,Investment Banking and Brokerage Services,Runicom,Dead,0.0
S D S SHIPPING,756333,-,8021984,1984,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Transportation,S D S Shipping,Dead,
SACOR MARITIMA LIMITED DATA,P:SAC,-,29121988,1988,Equities,Euronext.liffe Lisbon,Portugal,Euro,Industrial Transportation,Sacor Maritima Limited Data,Dead,0.0
SAK I,W:SAEK,SAEK.ST^G11,13051997,1997,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,SAK I,Dead,1.0
SALUS ANSVAR 'B',W:SALH,-,3011997,1997,Equities,Stockholm,Sweden,Swedish Krona,Life Insurance,Salus Ansvar 'B',Dead,1.0
SALVATOR KONZER,SK:SAL,-,5061998,1998,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Salvator Konzer,Dead,1.0
SAMAS GROUP SCRIPS,H:SAGS,-,5101998,1998,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Samas Group Scrips,Dead,0.0
SANIFARM,RM:SIF,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,"Personal Care, Drug and Grocery Stores",Sanifarm,Dead,1.0
SANTECH MICRO GROUP ASA,N:SMG,-,25101995,1995,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Santech Micro Group ASA,Dead,
SARA LEE/DE NV,27508H,-,5092003,2003,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Sara Lee / de NV,Dead,0.0
SARRIO,729229,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Spanish Peseta,Leisure Goods,Sarrio,Dead,0.0
SATURNUS AVTOOPREMA,SV:SAT,-,19081997,1997,Equities,Ljubljana,Slovenia,Slovenian Tolar,Automobiles and Parts,Saturnus Avtooprema,Dead,0.0
SAUGBRUGS,27510E,-,5092003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Saugbrugs,Dead,
SAVAPROJEKT,SV:SPK,SVKR.LJ^L17,6062017,2017,Equities,Ljubljana,Slovenia,Euro,Construction and Materials,Savaprojekt,Dead,0.0
SCAN GEOPHYSICAL,50624U,SCANG.OL^G09,31052007,2007,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Scan Geophysical,Dead,
SCANDIC HOTELS,W:SHOT,-,17121996,1996,Equities,Stockholm,Sweden,Swedish Krona,Travel and Leisure,Scandic Hotels,Dead,1.0
SCCA.PE AUN.IN TUM.LACU ROSU,RM:ACT,-,19022002,2002,Equities,RASDAQ,Romania,Romanian Leu,Travel and Leisure,Scca PE AUN in TUM Lacu Rosu,Dead,1.0
SCHOKBETON CERT.,929628,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Construction and Materials,Schokbeton Certificate,Dead,0.0
SEAGULL HOLDING,H:SEAG,-,2021999,1999,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Software and Computer Services,Seagull Holding,Dead,0.0
SEAJACKS INTERNATIONAL,N:SEAJ,SEAJ.OL^A10,8102007,2007,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Seajacks International,Dead,
SEANET MARITIME COMMS.,50732W,SEANC.ST^C12,28062007,2007,Equities,Stockholm,Sweden,Swedish Krona,Telecommunications Equipment,Seanet Maritime Communications,Dead,1.0
SEATEAM TECHNOLOGY ASA,N:STM,-,17031997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Seateam Technology ASA,Dead,
SECURITAS DIRECT,W:SECD,-,29092006,2006,Equities,Stockholm,Sweden,Swedish Krona,Household Goods and Home Construction,Securitas Direct,Dead,1.0
SEDEP CULTUUR,932755,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unclassified,Sedep Cultuur,Dead,0.0
SEGUROS BONANCA LIMITED DATA,P:BON,-,13071993,1993,Equities,Euronext.liffe Lisbon,Portugal,Euro,Non-life Insurance,Seguros Bonanca Limited Data,Dead,0.0
SGP POMGRAD,SV:SMG,SMSG.LJ^H22,2032020,2020,Equities,Ljubljana,Slovenia,Euro,Construction and Materials,SGP Pomgrad,Dead,0.0
SIAF,755784,-,12011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Siaf,Dead,0.0
SIBAMAC,SK:SIB,SBMC.BV^E09,18062001,2001,Equities,Bratislava,Slovakia,Euro,Construction and Materials,Sibamac,Dead,1.0
SIFAB,W:SFBF,-,2071990,1990,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Sifab,Dead,1.0
SIMRAD A,N:SMD,-,3011983,1983,Equities,Oslo Bors,Norway,Norwegian Krone,Electronic and Electrical Equipment,Simrad A,Dead,
SIMTEX,RM:SIM,-,3112003,2003,Equities,RASDAQ,Romania,Romanian Leu,Industrial Support Services,Simtex,Dead,1.0
SINVEST,N:SIN,-,20042001,2001,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Sinvest,Dead,
SJOLANDERGRUPPEN,749248,-,1021984,1984,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Sjolandergruppen,Dead,1.0
SKANDIA INTL.HDG.,719778,-,23121985,1985,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Skandia International Holdings,Dead,1.0
SKANE-GRIPEN A,W:SKRF,-,1111988,1988,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Skane-Gripen A,Dead,1.0
SKRUTKAREN,SK:SKR,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Skrutkaren,Dead,1.0
SLOV COUPON IF,SK:SLC,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Slov Coupon IF,Dead,1.0
SLOVENA,SK:SL1,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Slovena,Dead,1.0
SLOVENSKA SPORITELNA AS,9446WV,-,10052019,2019,Equities,Bratislava,Slovakia,Euro,Precious Metals and Mining,Slovenska Sporitelna AS,Dead,1.0
SLOVENSKE LUCOBNE ZAVODY,682486,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Slovenske Lucobne Zavody,Dead,1.0
SLT.NUTRICOMB CREVEDIA,RM:SEN,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Food Producers,Select Nutricomb Crevedia,Dead,1.0
SMART WIRES TECHNOLOGY SDR,W:SWTS,GOGRIDsdb.ST^C23,18052021,2021,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,Smart Wires Technology SDR,Dead,1.0
SNOWOLVERINE 'B',W:SNOW,SNOWb.ST^F10,22122005,2005,Equities,Stockholm,Sweden,Swedish Krona,Consumer Services,Snowolverine 'B',Dead,1.0
SPAZIO INVESTMENT (DI),SPNV,SPNV.L^L09,12102006,2006,Equities,London,Netherlands,Euro,Real Estate Investment and Services,Spazio Investment (Depository Interest),Dead,0.0
SPL,SK:SPL,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Split,Dead,1.0
STANUSCH TECHNOLOGIES,PO:STT,STTP.WA^J17,14012011,2011,Equities,Warsaw,Poland,Polish Zloty,Software and Computer Services,Stanusch Technologies,Dead,0.0
STAVEB DODAVADEL P,SK:STD,-,13042000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Staveb Dodavadel P,Dead,1.0
STAVIS AS MODRY KA,SK:SVA,-,29031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Stavis AS Modry Ka,Dead,1.0
STAVOKOMBINAT,SK:SVK,-,8031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Stavokombinat,Dead,1.0
STAVOPROJEKT BRATI,SK:STK,-,9071999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Stavoprojekt Brati,Dead,1.0
STENTO,N:STN,-,22081994,1994,Equities,Oslo Bors,Norway,Norwegian Krone,Electronic and Electrical Equipment,Stento,Dead,
STISOM POIANA,255348,STIUxm.BRQ^K10,9071997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Household Goods and Home Construction,Stisom Poiana,Dead,1.0
STOKVIS UNION,932906,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unclassified,Stokvis Union,Dead,0.0
STOLT PARTNER,505369,-,14081991,1991,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Transportation,Stolt Partner,Dead,
STOMIL OLSZTYN,866125,-,22111995,1995,Equities,Warsaw Continuous,Poland,Polish Zloty,Automobiles and Parts,Stomil Olsztyn,Dead,0.0
STRATEGIA INVEST IF AS,SK:SRI,-,7011997,1997,Equities,Bratislava,Slovakia,Slovak Koruna,Investment Banking and Brokerage Services,Strategia Invest IF AS,Dead,1.0
STUDENT PROP SP,E:SPSP,YSPS.MC^A23,27122017,2017,Equities,Mercado Continuo Espanol,Spain,Euro,Real Estate Investment Trusts,Student Prop SP,Dead,0.0
