Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
POLFA,PO:PLF,PLF.WA^L16,11082011,2011,Equities,Warsaw,Poland,Polish Zloty,Medical Equipment and Services,Polfa,Dead
POLFAKUTNO,143704,-,20041998,1998,Equities,Warsaw Continuous,Poland,Polish Zloty,Pharmaceuticals and Biotechnology,Polfakutno,Dead
POLICOLOR BUCARESTI,RM:PCL,-,12031997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Construction and Materials,Policolor Bucaresti,Dead
POLIFARB CIESZYN,309048,-,17051993,1993,Equities,Warsaw Continuous,Poland,Polish Zloty,Chemicals,Polifarb Cieszyn,Dead
POLIFARB DEBICA,PO:POD,-,12081997,1997,Equities,Warsaw,Poland,Polish Zloty,Chemicals,Polifarb Debica,Dead
POLIFARBW,PO:PWS,-,9081994,1994,Equities,Warsaw,Poland,Polish Zloty,Chemicals,Polifarbw,Dead
POLIMOON,30885Q,-,26042005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,General Industrials,Polimoon,Dead
POLMOS LUBLIN,PO:PLS,-,23022005,2005,Equities,Warsaw,Poland,Polish Zloty,Beverages,Polmos Lublin,Dead
POLMOSBIA,PO:PLB,-,11052005,2005,Equities,Warsaw,Poland,Polish Zloty,Beverages,Polmosbia,Dead
POLNONAKUP AGROSPO,SK:POA,-,12041999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polnonakup Agrospo,Dead
POLNONAKUP HORNONITRAN,SK:POH,-,18062001,2001,Equities,Bratislava,Slovakia,Euro,Unclassified,Polnonakup Hornonitran,Dead
POLNONAKUP KARPATY,SK:POK,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polnonakup Karpaty,Dead
POLNONAKUP SLATINA,SK:PSL,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Food Producers,Polnonakup Slatina,Dead
POLNONAKUP TOPLA,SK:POP,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Food Producers,Polnonakup Topla,Dead
POLNONAKUP TRNAVAN,SK:PKT,-,11072000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Industrial Transportation,Polnonakup Trnavan,Dead
POLNONAKUP-NOVOHRAD,SK:PNN,-,9072001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polnonakup-Novohrad,Dead
POLNOSTAV SECOVCE,SK:PSE,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polnostav Secovce,Dead
POLSKA MEAT,PO:PKM,PMEP.WA^H20,27092016,2016,Equities,Warsaw,Poland,Polish Zloty,"Personal Care, Drug and Grocery Stores",Polska Meat,Dead
POLSKY BK.ROZWOJU,PO:PRZ,-,21111995,1995,Equities,Warsaw,Poland,Polish Zloty,Unclassified,Polsky Bank Rozwoju,Dead
POLTAR,SK:PO,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Poltar,Dead
POLYGRAM (NYS),500706,-,14121989,1989,Equities,NYSE,Netherlands,United States Dollar,Media,Polygram (New York),Dead
POLYMAT,SK:POY,-,8031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Polymat,Dead
POLYMER LOGISTICS (DI),POLL,-,12122006,2006,Equities,London,Netherlands,United Kingdom Pound,Industrial Support Services,Polymer Logistics (Depository Interest),Dead
POLYNORM,H:POLY,-,29101984,1984,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,General Industrials,Polynorm,Dead
POMEGRANATE INVESTMENT,W:POMI,-,22022024,2024,Equities,-,Sweden,Euro,Investment Banking and Brokerage Services,Pomegranate Investment,Dead
PONT HOUTHANDEL,916648,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Support Services,Pont Houthandel,Dead
PORFIX POROBETON,SK:PRB,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Construction and Materials,Porfix Porobeton,Dead
PORSGRUNDS PORSELAENS,N:POR,-,7041981,1981,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Metals and Mining,Porsgrunds Porselaens,Dead
PORTO CAVALEIROS,P:PCA,-,23101989,1989,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Porto Cavaleiros,Dead
POSTBANKEN BA,27509X,-,5092003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Postbanken BA,Dead
POTROSNIK CELJE,SV:POT,-,12111997,1997,Equities,Ljubljana,Slovenia,Slovenian Tolar,"Personal Care, Drug and Grocery Stores",Potrosnik Celje,Dead
POVAZSKY CUKROVAR,SK:PVC,-,20071999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Food Producers,Povazsky Cukrovar,Dead
POZEMSTAV PIESTANY,SK:PZP,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Pozemstav Piestany,Dead
PPC GORENJSKI SEJEM,SV:PGO,-,12051999,1999,Equities,Ljubljana,Slovenia,Slovenian Tolar,Unclassified,PPC Gorenjski Sejem,Dead
PRATERM,PO:PTM,-,6122004,2004,Equities,Warsaw,Poland,Polish Zloty,"Gas, Water and Multi-utilities",Praterm,Dead
PRECISIONSMETALL GROUP,W:GOLX,PREMET.TE^E19,8122014,2014,Equities,Aktietorget,Sweden,Swedish Krona,Retailers,Precisionsmetall Group,Dead
PREDEAL,RM:PDL,-,7012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Travel and Leisure,Predeal,Dead
PREFA BRATISLAVA,SK:PRF,-,2062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Industrial Engineering,Prefa Bratislava,Dead
PREFABETON,SK:PFB,-,21062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Construction and Materials,Prefabeton,Dead
PREMIUM FOOD REST.,PO:PFR,PFR.WA^H18,31122009,2009,Equities,Warsaw,Poland,Polish Zloty,Travel and Leisure,Premium Food Restaurants,Dead
PRESTARI SERVICII,RM:PRV,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Industrial Support Services,Prestari Servicii,Dead
PRIEM VYR KRMIV,SK:PVK,-,8031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Priem VYR Krmiv,Dead
PRIEVIDSKA PEK,SK:PRP,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Prievidska Pek,Dead
PRINS,H:PRI,-,30121997,1997,Equities,Amsterdam Unlisted,Netherlands,Euro,Industrial Metals and Mining,Prins,Dead
PRIOR OBCHODNY,SK:PRO,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Prior Obchodny,Dead
PRIORITY TELECOM,H:PTE,-,27092001,2001,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Telecommunications Service Providers,Priority Telecom,Dead
PRIVATBANKEN,N:PRI,-,6072004,2004,Equities,Oslo Bors,Norway,Norwegian Krone,Investment Banking and Brokerage Services,Privatbanken,Dead
PROADEC CONVERTED INTO 308411,539733,-,8041991,1991,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Proadec Converted Into 308411,Dead
PROCAST MEDIA,W:PROC,PROCA.ST^B11,15062009,2009,Equities,Stockholm,Sweden,Swedish Krona,Media,Procast Media,Dead
PROCON OFFSHORE,N:POA,-,4061997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Procon Offshore,Dead
PRODURA F,309039,-,2061993,1993,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,Produra F,Dead
PROJEKTINK HUMENNE,SK:PJH,-,15111999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Projektink Humenne,Dead
PROKOM SOFTWARE,PO:PRK,-,20041998,1998,Equities,Warsaw Continuous,Poland,Polish Zloty,Software and Computer Services,Prokom Software,Dead
PROLOGIS EURO PROP,H:PEPR,PEPR.AS^I12,22092006,2006,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Real Estate Investment and Services,Prologis Euro Prop,Dead
PROMET BECLEAN,RM:PMB,-,19091997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Metals and Mining,Promet Beclean,Dead
PRONAM,932889,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Tobacco,Pronam,Dead
PRONOVA,944988,-,3111983,1983,Equities,Oslo Bors,Norway,Norwegian Krone,Chemicals,Pronova,Dead
PRONYX,W:PRYX,-,14041997,1997,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Pronyx,Dead
PROSAFE PRD. (OTC),53782D,PSFDF.PK^L11,26092008,2008,Equities,Non NASDAQ OTC,Norway,United States Dollar,"Oil, Gas and Coal",Prosafe Productions (Non-NASDAQ OTC),Dead
PROTECTIKA,SK:PET,1PRT01AE.BV^K12,1032006,2006,Equities,Bratislava,Slovakia,Euro,Medical Equipment and Services,Protectika,Dead
PROVIDA,N:PRV,-,29041996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Provida,Dead
PROVIMROL,PO:PRX,-,18101994,1994,Equities,Warsaw Continuous,Poland,Polish Zloty,Food Producers,Provimrol,Dead
PROVINCIALE GELDERSE ENERGIE-MAATS,27508F,-,5092003,2003,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Provinciale Gelderse Energie-Maats,Dead
PROVOBIS B,W:PHOT,-,8071994,1994,Equities,Stockholm,Sweden,Swedish Krona,Travel and Leisure,Provobis B,Dead
PRTG. DE SEGUROS,P:SPS,-,8011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Euro,Non-life Insurance,Portuguese de Seguros,Dead
PSU,PO:PSU,-,14081997,1997,Equities,Warsaw,Poland,Polish Zloty,Unclassified,PSU,Dead
PTM.COM,P:PTMC,-,20062000,2000,Equities,Euronext.liffe Lisbon,Portugal,Euro,Software and Computer Services,PTM Com,Dead
PUBLICO SOCIAL,P:PCSO,-,15071994,1994,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Publico Social,Dead
PUBLIROM,RM:PUL,-,16012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Industrial Support Services,Publirom,Dead
PULSAR,SV:PAS,-,21082001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Pulsar,Dead
PULSEN I BORAS B,749453,-,12121984,1984,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,Pulsen I Boras B,Dead
QMULUS (DI),QML,QMLS.L^G10,30042007,2007,Equities,London,Netherlands,United Kingdom Pound,Real Estate Investment and Services,Qmulus (Depository Interest),Dead
QUICKCOOL,W:QUIC,QUICK.TE^D20,18122015,2015,Equities,Aktietorget,Norway,Swedish Krona,Medical Equipment and Services,Quickcool,Dead
RACOES VALOURO,308472,-,8011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Racoes Valouro,Dead
RADEMAKERS METL.,932884,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Engineering,Rademakers Metalliques,Dead
RADIO MARCONI B,741571,-,5011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Telecommunications Service Providers,Radio Marconi B,Dead
RADIOSYSTEM SWEDEN,749487,-,28011986,1986,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,Radiosystem Sweden,Dead
RANDSTAD FALCONS,H:RDF,-,10061997,1997,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Chemicals,Randstad Falcons,Dead
RAR IMOBILIARIA B,P:RAR,-,19121994,1994,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,RAR Imobiliaria B,Dead
RAUFOSS,N:RAU,-,2081990,1990,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Engineering,Raufoss,Dead
RAZVOJNA DRUZBA,SV:RAZ,-,3011996,1996,Equities,Ljubljana,Slovenia,Slovenian Tolar,Industrial Support Services,Razvojna Druzba,Dead
REALIA,W:REAL,-,10122001,2001,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Realia,Dead
REALIA A,W:RELA,-,20021989,1989,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Realia A,Dead
RECO BUCURESTI,RM:REO,-,16012002,2002,Equities,RASDAQ,Romania,Romanian Leu,"Personal Care, Drug and Grocery Stores",Reco Bucuresti,Dead
RECULTURE,W:RECU,-,23031998,1998,Equities,Stockholm,Sweden,Swedish Krona,Waste and Disposal Services,Reculture,Dead
REEUWIJK VAN,932885,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Retailers,Reeuwijk Van,Dead
REFRESCO GROUP,9387LM,RF3.BE^D18,27032015,2015,Equities,Berlin,Netherlands,Euro,Beverages,Refresco Group,Dead
REFRIGE,P:REF,-,14091990,1990,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Refrige,Dead
REGUARD,W:RGRD,-,8022000,2000,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Reguard,Dead
REINHOLD B CONVERTED-504796 DEAD,504795,-,28081989,1989,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Reinhold B Converted-504796 Dead,Dead
REINHOLD FTGH.A,749088,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Reinhold Fastighets A,Dead
REJLERKONCERNEN AB,68336U,-,13112009,2009,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Rejlerkoncernen AB,Dead
REKOSTAV AS BARDEJ,SK:REK,-,12042000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Rekostav AS Bardej,Dead
RELX PLC CL C,8939U6,-,22022016,2016,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Relx PLC Class C,Dead
REMAT GORJ,RM:REG,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Waste and Disposal Services,Remat Gorj,Dead
REMKOMPLEX,SK:RMK,-,20011999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Remkomplex,Dead
RENA KARTON AS,27510C,-,5092003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Rena Karton AS,Dead
RENOVALIA ENERGY SA,86918Q,-,7032012,2012,Equities,Madrid,Spain,Euro,Investment Banking and Brokerage Services,Renovalia Energy SA,Dead
RESCO 'B',W:RESC,-,31101996,1996,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Resco 'B',Dead
RESTITUCNY IF,SK:RIF,-,15011999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Restitucny IF,Dead
REVUS ENERGY,N:REVU,-,27062005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Revus Energy,Dead
RICA HOTELS,N:RIC,-,13011994,1994,Equities,Oslo Bors,Norway,Norwegian Krone,Travel and Leisure,Rica Hotels,Dead
RIDDARHYTTAN RES.,28701K,-,22112004,2004,Equities,Berlin,Sweden,Euro,Industrial Metals and Mining,Riddarhyttan Resources,Dead
RING ROSA NM,H:RING,-,19061998,1998,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Software and Computer Services,Ring Rosa NM,Dead
RIOFISA,E:RIOF,-,19072006,2006,Equities,Mercado Continuo Espanol,Spain,Euro,Real Estate Investment and Services,Riofisa,Dead
ROBERT FRIMAN INTERNATIONAL,W:FRIM,FRIM.ST^B18,8042008,2008,Equities,Stockholm,Sweden,Swedish Krona,Precious Metals and Mining,Robert Friman International,Dead
ROBINETE INDUSTRIALE BACAU,RM:ROB,-,29101997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Engineering,Robinete Industriale Bacau,Dead
RODAMCO EUROPE,H:ROCE,-,16071999,1999,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Real Estate Investment Trusts,Rodamco Europe,Dead
RODAMCO RETAIL NED.FD.,H:RRN,-,10051994,1994,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Rodamco Retail Nederlands Fund,Dead
ROGALANDSBANKEN,756279,-,2011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Rogalandsbanken,Dead
ROMACO BRASOV,RM:ROY,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Construction and Materials,Romaco Brasov,Dead
ROMARC FUEL,255338,ROFUpof.BRQ^L09,4121996,1996,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Retailers,Romarc Fuel,Dead
ROMCIF FIENI,RM:RMF,-,1041997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Construction and Materials,Romcif Fieni,Dead
ROMLAG,RM:MLA,-,28022003,2003,Equities,RASDAQ,Romania,Romanian Leu,Automobiles and Parts,Romlag,Dead
ROMMENHOLLER,932890,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Chemicals,Rommenholler,Dead
ROOD TESTHOUSE 2 1/2% ST,505448,-,18051990,1990,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Electronic and Electrical Equipment,Rood Testhouse 2 1/2% Saint,Dead
ROSENLUND,N:ROSE,ROSE.NFF^H19,12092016,2016,Equities,Norwegian OTC,Norway,Norwegian Krone,Investment Banking and Brokerage Services,Rosenlund,Dead
ROSS OFFSHORE,929582,-,2011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Transportation,Ross Offshore,Dead
ROTOPINO PL,PO:ROT,ROTP.WA^F19,31122009,2009,Equities,Warsaw,Poland,Polish Zloty,Media,Rotopino PL,Dead
ROVA RMR,RM:ROZ,-,27062003,2003,Equities,RASDAQ,Romania,Romanian Leu,Industrial Transportation,Rova RMR,Dead
ROXAR,N:ROX,ROX.OL^E09,11061997,1997,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Roxar,Dead
ROYAL DUTCH PETROLEUM,31459M,-,1082005,2005,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Royal Dutch Petroleum,Dead
ROYAL P&O NEDLLOYD,H:RPN,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Transportation,Royal P&O Nedlloyd,Dead
ROZNAVSKA M,SK:ROZ,-,18031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Roznavska M,Dead
RREF II AL BRECK,E:PREF,YALB.MC^J20,15112017,2017,Equities,Mercado Continuo Espanol,Spain,Euro,Real Estate Investment Trusts,Rref II Al Breck,Dead
RTC KRVAVAC REDNE,SV:RTC,-,29121998,1998,Equities,Ljubljana,Slovenia,Euro,Travel and Leisure,RTC Krvavac Redne,Dead
RTC KRVAVEC,SV:RKC,RKRG.LJ^L17,9062017,2017,Equities,Ljubljana,Slovenia,Euro,Leisure Goods,RTC Krvavec,Dead
RUDEA 1,SK:RDE,1RUD01ZE.BV^H10,2012009,2009,Equities,Bratislava,Slovakia,Euro,"Personal Care, Drug and Grocery Stores",Rudea 1,Dead
RUDIS REDNE,SV:RUD,-,3101996,1996,Equities,Ljubljana,Slovenia,Slovenian Tolar,Industrial Support Services,Rudis Redne,Dead
RUDNIK MEZICA,SV:RME,-,7052001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Travel and Leisure,Rudnik Mezica,Dead
RULMENTUL BRASOV,RM:RBR,RUBR.NL^J10,4011999,1999,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Engineering,Rulmentul Brasov,Dead
RUYS EN KRAMERS,701689,-,29111985,1985,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unclassified,Ruys En Kramers,Dead
S C KANDIA-EXCELENT,RM:EXC,-,8091998,1998,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Food Producers,S C Kandia-Excelent,Dead
S P C,P:SPC,-,13011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Industrial Transportation,Save Prosper C,Dead
S T E T,P:STT,-,23101989,1989,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Automobiles and Parts,S T E T,Dead
SAAB SCANIA A,929513,-,1011973,1973,Equities,Stockholm,Sweden,Swedish Krona,Automobiles and Parts,Saab Scania A,Dead
SABA APARCAMIENTOS LIMITED DATA,E:SABA,-,11021993,1993,Equities,Madrid,Spain,Euro,Industrial Transportation,Saba Aparcamientos Limited Data,Dead
SABEL LIMITED DATA,P:SBL,-,6011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Euro,Unclassified,Sabel Limited Data,Dead
SADG NYE GRUNNFONDSBEVIS,N:SAGN,-,6012004,2004,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Sadg NYE Grunnfondsbevis,Dead
SAEVIK SUPPLY ASA,N:SUP,-,16121996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Saevik Supply ASA,Dead
SAINT GOBAIN CRISTALERIA,E:CRI,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Euro,Construction and Materials,Saint Gobain Cristaleria,Dead
SAINT GOBAIN ISOVER AB,27210Q,-,25062003,2003,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Saint Gobain Isover AB,Dead
SALTANGEN,W:SAPI,SAPIAB.ST^F20,15012015,2015,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Saltangen,Dead
SALTOS DEL NANSA,505166,-,2011986,1986,Equities,Mercado Continuo Espanol,Spain,Euro,Electricity,Saltos del Nansa,Dead
SALUDAES,P:SAL,-,12071994,1994,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Saludaes,Dead
SALVADOR CAETANO COM AUT LIMITED DATA,P:TSM,-,10071992,1992,Equities,Euronext.liffe Lisbon,Portugal,Euro,Retailers,Salvador Caetano Com Auto Sales Limited Data,Dead
SAMAS,H:SAM,SAMNc.AS^A10,23021982,1982,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Household Goods and Home Construction,Samas,Dead
SAMOBIL,RM:SMO,-,4031997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Household Goods and Home Construction,Samobil,Dead
SAN MIGUEL (3000),772360,-,16081988,1988,Equities,Madrid,Spain,Spanish Peseta,Beverages,San Miguel (3000),Dead
SANDERS BEHANG,932892,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Leisure Goods,Sanders Behang,Dead
SANDRK DOLNE H,682459,-,27012000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Sandrk Dolne H,Dead
SANEVIT ARAD,RM:SAN,-,9011996,1996,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Medical Equipment and Services,Sanevit Arad,Dead
SANEX,RM:SAX,-,7031997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Construction and Materials,Sanex,Dead
SANNDAL,756877,-,17111987,1987,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Sanndal,Dead
SANSON,505839,-,26061991,1991,Equities,Mercado Continuo Espanol,Spain,Spanish Peseta,Construction and Materials,Sanson,Dead
SANTANDER INVERSIONES INVERJOTA,E:JOTA,-,18031999,1999,Equities,Mercado Continuo Espanol,Spain,Euro,Open End and Miscellaneous Investment Vehicles,Santander Inversiones Inverjota,Dead
SANTANDER MADRILENA DE INVERSIONES MOBILIARIAS,E:MADR,-,28081998,1998,Equities,Mercado Continuo Espanol,Spain,Euro,Open End and Miscellaneous Investment Vehicles,Santander Madrilena de Inversiones Mobiliarias,Dead
SANTANDER NITE HAWK,E:NHWK,-,14121999,1999,Equities,Mercado Continuo Espanol,Spain,Euro,Open End and Miscellaneous Investment Vehicles,Santander Nite Hawk,Dead
SANTANDER PARNUERA,E:PARN,-,27081998,1998,Equities,Mercado Continuo Espanol,Spain,Euro,Investment Banking and Brokerage Services,Santander Parnuera,Dead
SANTANDER SANAMARO CARTERA,685550,-,31081998,1998,Equities,Mercado Continuo Espanol,Spain,Euro,Investment Banking and Brokerage Services,Santander Sanamaro Cartera,Dead
SANTANDER ZABIMA INVERS.FINANCIERAS,E:ZIF,-,14121999,1999,Equities,Mercado Continuo Espanol,Spain,Euro,Open End and Miscellaneous Investment Vehicles,Santander Zabima Inversiones Financieras,Dead
SANTIERUL NAVAL TULCEA,RM:SNT,-,10111998,1998,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Transportation,Santierul Naval Tulcea,Dead
SAPA,W:GRNG,-,21051997,1997,Equities,Stockholm,Sweden,Swedish Krona,Industrial Metals and Mining,Sapa,Dead
SAPLING,PO:SAP,SAPP.WA^D19,15012014,2014,Equities,Warsaw,Poland,Polish Zloty,"Gas, Water and Multi-utilities",Sapling,Dead
SARAKREEK HDG.,933027,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,United States Dollar,Real Estate Investment and Services,Sarakreek Holdings,Dead
SARDUS,W:SARD,-,7041997,1997,Equities,Stockholm,Sweden,Swedish Krona,Food Producers,Sardus,Dead
SARISSKE PEKARNE,SK:SAR,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Sarisske Pekarne,Dead
SAS NORGE,N:SASB,-,2011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Travel and Leisure,SAS Norge,Dead
SAS PAID INTERIM CERT.,N:SASI,-,29062001,2001,Equities,Oslo Bors,Norway,Norwegian Krone,Travel and Leisure,SAS Paid Interim Certificate,Dead
SATURNUS EMBALAZA,SV:SAE,-,12011998,1998,Equities,Ljubljana,Slovenia,Euro,General Industrials,Saturnus Embalaza,Dead
SAUDELAZER,P:UAFIA,-,21112000,2000,Equities,Euronext.liffe Lisbon,Portugal,Euro,Unclassified,Saudelazer,Dead
SAVINJA MOZIRJE REDNE,SV:SOR,-,23111999,1999,Equities,Ljubljana,Slovenia,Slovenian Tolar,Retailers,Savinja Mozirje Redne,Dead
SBANKEN,N:SKBE,SBANK.OL^D22,2112015,2015,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Sbanken,Dead
SBT LANDSKRONA 'B',W:SBTL,-,1091999,1999,Equities,Stockholm,Sweden,Swedish Krona,Automobiles and Parts,SBT Landskrona 'B',Dead
SCALA BUSINESS,H:SCBU,-,16071998,1998,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Software and Computer Services,Scala Business,Dead
SCAN SUBSEA,N:SCS,-,21062007,2007,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Scan Subsea,Dead
SCANDIACONSULT,W:SGUF,-,28081989,1989,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Scandiaconsult,Dead
SCANDIAFELT BU CONVERTED INTO 772877,772729,-,29091988,1988,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Scandiafelt Bu Converted Into 772877,Dead
SCANDINAVIA ONLINE,W:SCOL,-,7062000,2000,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Scandinavia Online,Dead
SCANVEST,938845,-,4081983,1983,Equities,Oslo Bors,Norway,Norwegian Krone,Electronic and Electrical Equipment,Scanvest,Dead
SCAPA INTER BF,504043,-,8121988,1988,Equities,Stockholm,Sweden,Swedish Krona,Household Goods and Home Construction,Scapa Inter BF,Dead
SCHEV.EXP.,932893,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Real Estate Investment and Services,Scheveningen Exploration,Dead
SCHUPPEN,932894,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Personal Goods,Schuppen,Dead
