Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
DSK.PROVINSBANK,929895,-,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Danske Provinsbank,Dead
DUBOST JOSEPH SA,F:DUB,-,27091996,1996,Equities,Lyon,France,French Franc,Unclassified,Dubost Joseph SA,Dead
DUBRAVICA D D,CR:DBP,DBPS.ZA^I09,25042007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Investment Banking and Brokerage Services,Dubravica D D,Dead
DUCOS ET SARRAT,F:DUCO,-,4031998,1998,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Ducos et Sarrat,Dead
DUCROS SER.RAPID,776529,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,Ducros Service Rapid,Dead
DUMEZ,936440,-,1011973,1973,Equities,Euronext.liffe Paris,France,French Franc,Household Goods and Home Construction,Dumez,Dead
DUNAV TURS AD-ROUSE,BL:DUN,-,23121999,1999,Equities,Sofia,Bulgaria,Bulgarian Lev,Industrial Transportation,Dunav Turs AD-Rouse,Dead
DUNI AD,BL:DUI,-,19051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Travel and Leisure,Duni AD,Dead
DUQUESNE-PURINA,936635,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Other Equities,Duquesne-Purina,Dead
DURAND ALLIZE,F:GDAL,-,6051998,1998,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Durand Allize,Dead
DURO DAKOVIC TUP STD.,CR:DUR,-,20062002,2002,Equities,Zagreb,Croatia,Croatian Kuna,Unclassified,Duro Dakovic TUP Standard,Dead
DUROPACK TRAKIA PAPIR,BL:DUR,-,29051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Industrial Materials,Duropack Trakia Papir,Dead
DVPPT.REGION NORMANDIE,F:DVRN,-,18091990,1990,Equities,Nantes,France,Euro,Industrial Support Services,Développement Region Normandie,Dead
DVW TEXTILES MOUSCRON,B:DV,BE0145454519.BR^E19,7042015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Non-life Insurance,DVW Textiles Mouscron,Dead
E-S KUSTANNUS,M:KUS,-,29071994,1994,Equities,Helsinki,Finland,Finnish Markka,Unclassified,E-S Kustannus,Dead
EAB GROUP,M:EAMT,EABG.HE^J22,30112015,2015,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,EAB Group,Dead
EAP MEZIERE LIMITED DATA,F:EAP,-,20121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,EAP Meziere Limited Data,Dead
EASY FIELD SERVICES,F:MLEF,MLEFS.PA^I09,18072007,2007,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Easy Field Services,Dead
EASY THERM,F:MLTH,MLTHE.PA^G10,20122007,2007,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Easy Therm,Dead
EAU ET FORCE LIMITED DATA,776511,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Gas, Water and Multi-utilities",EAU et Force Limited Data,Dead
EAUX BOURBOULE,F:EAUX,-,23061998,1998,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Eaux Bourboule,Dead
EAUX CHATEL GUYON,F:ECG,-,27091996,1996,Equities,Lyon,France,French Franc,Unclassified,Eaux Chatel Guyon,Dead
EAUX ELECTRICITE ASIE,F:EAUE,EEAS.PA^C12,31121996,1996,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Eaux Electricite Asie,Dead
EAUX MIN BAINS MER,F:EMBM,-,26111997,1997,Equities,Lyon,France,French Franc,Unclassified,Eaux Min Bains Merchant,Dead
EAUX RIBEAUVILLE,F:ERIB,-,29011998,1998,Equities,Nancy,France,French Franc,Unclassified,Eaux Ribeauville,Dead
EAUX THER ST-NECTAIRE,F:ETSN,-,18101996,1996,Equities,Lyon,France,French Franc,Unclassified,Eaux Ther Saint-Nectaire,Dead
EAUX VANNES LIMITED DATA,F:EVAN,-,29121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Eaux Vannes Limited Data,Dead
EAUX VILLE CAMBRAI,F:EVC,-,20091996,1996,Equities,Lille,France,French Franc,Unclassified,Eaux Ville Cambrai,Dead
EB USDCZK TS5,CZ:EBU,-,22042014,2014,Equities,Prague,Czech Republic,Czech Koruna,Unclassified,EB Usdczk TS5,Dead
ECONOMOS BETEILIG.,O:ECO,-,27101992,1992,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Engineering,Economos Beteiligungen,Dead
EDB GRUPPEN,DK:EDB,-,6041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,EDB Gruppen,Dead
EDF ENERGIES NOUV.,F:EEN,EEN.PA^H11,28112006,2006,Equities,Euronext.liffe Paris,France,Euro,Electricity,EDF Energies Nouvelles,Dead
EDITIONS DIDIER RICHARD,F:EDIT,-,2082001,2001,Equities,Euronext.liffe Paris,France,Euro,Media,Editions Didier Richard,Dead
EFFIK,F:EFF,-,29011999,1999,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Effik,Dead
EGECIM SUSPENDED SINCE 06/10/92,932608,-,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Construction and Materials,Egecim Suspended Since 06/10/92,Dead
EGNS INVEST OBLIGATOR HOEJRENTELANDE,9523F5,-,22052015,2015,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Egns Invest Obligator Hoejrentelande,Dead
EGNS-INVEST EMERGING OESTEUROPA,75859P,-,27042011,2011,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,"Oil, Gas and Coal",Egns-Invest Emerging Oesteuropa,Dead
EGNS-INVEST INDEKSOBLIGATIONER,75859R,-,27042011,2011,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Egns-Invest Indeksobligationer,Dead
EGNS-INVEST KORTE OBL PENSION & ERHVERV,75859M,-,27042011,2011,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Investment Banking and Brokerage Services,Egns-Invest Korte OBL Pension and Erhverv,Dead
EGNS-INVEST NORDEN,75468V,-,28022011,2011,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Aerospace and Defense,Egns-Invest Norden,Dead
EGNS-INVEST OBLIGATIONER,86855Q,-,17022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Egns-Invest Obligationer,Dead
EGNSINVEST LANGE OBLIGATIONER,86852T,-,17022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Egnsinvest Lange Obligationer,Dead
EGTN,F:PIER,TNJP.PA^K09,24091990,1990,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,Egtn,Dead
EI INVEST EUROPEAN RETAIL,86843P,-,15022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Telecommunications Service Providers,Ei Invest European Retail,Dead
EIG,CR:EIG,-,18071996,1996,Equities,Zagreb,Croatia,Croatian Kuna,Technology Hardware and Equipment,EIG,Dead
EII,755084,-,5061987,1987,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Real Estate Investment and Services,EII,Dead
EIMO,M:EIMO,-,24031999,1999,Equities,Helsinki,Finland,Euro,Telecommunications Service Providers,Eimo,Dead
EJENDOMSINVEST B,307645,-,16061992,1992,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Ejendomsinvest B,Dead
EJENDOMSSELSKABET NORDEN,N:EJN,-,21071992,1992,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Ejendomsselskabet Norden,Dead
EKA TOP SPEZIAL 2,672842,-,9102000,2000,Equities,Vienna Stock Exchange,Austria,Euro,Investment Banking and Brokerage Services,EKA Top Spezial 2,Dead
EKOAGROBANKA,142116,-,6121994,1994,Equities,Prague,Czech Republic,Czech Koruna,Unclassified,Ekoagrobanka,Dead
ELCON,CR:ELC,-,4111998,1998,Equities,Zagreb,Croatia,Croatian Kuna,Unclassified,Elcon,Dead
ELECTRABEL,B:ELB,-,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Electricity,Electrabel,Dead
ELECTRAFINA LIQ,932506,-,14021974,1974,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Unclassified,Electrafina LIQ,Dead
ELECTROBEL,932507,-,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,General Industrials,Electrobel,Dead
ELEKTRODA ZAGREB DD,CR:ELT,-,14012004,2004,Equities,Zagreb,Croatia,Croatian Kuna,Industrial Metals and Mining,Elektroda Zagreb DD,Dead
ELEKTRONIKA,BL:ELR,-,1071998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Leisure Goods,Elektronika,Dead
ELEKTROPORCELAN,CZ:ELE,-,14031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Technology Hardware and Equipment,Elektroporcelan,Dead
ELF AQUITAINE,F:SNEA,ELFP.PA^D10,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Elf Aquitaine,Dead
ELITE SHIPPING,N:ELI,-,27061995,1995,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Elite Shipping,Dead
ELITEX C KOSTELEC,CZ:ELK,-,22061993,1993,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,Elitex C Kostelec,Dead
ELKABEL AD,BL:ELK,-,19122000,2000,Equities,Sofia,Bulgaria,Bulgarian Lev,Telecommunications Equipment,Elkabel AD,Dead
ELM LEBLANC LIMITED DATA,936637,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Household Goods and Home Construction,Elm Leblanc Limited Data,Dead
ELPI,F:ML@P,MLLPI.PA^E10,24012008,2008,Equities,Euronext.liffe Paris,France,Euro,Telecommunications Equipment,Elpi,Dead
ELPROM-ZED AD,BL:ROM,-,30091999,1999,Equities,Sofia,Bulgaria,Bulgarian Lev,Electronic and Electrical Equipment,Elprom-ZED AD,Dead
ELYO (EX-UFINER-COFRETH),F:UFNR,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Gas, Water and Multi-utilities",Elyo (ex-Ufiner-Cofreth),Dead
ELYSEE INV. SA.,701716,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Elysee Investment South Africa,Dead
EMAILVISION,32766Q,ALEMV.PA^C11,8022006,2006,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Emailvision,Dead
ENENSYS,F:MLE,MLENS.PA^D10,9022006,2006,Equities,Euronext.liffe Paris,France,Euro,Telecommunications Equipment,Enensys,Dead
ENERGIA,14373V,-,26051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,"Personal Care, Drug and Grocery Stores",Energia,Dead
ENERGIE VERSORGUNG,505160,-,15021990,1990,Equities,Vienna Stock Exchange,Austria,Austrian Schilling,Unquoted equities,Energie Versorgung,Dead
ENERGOMONTAZE LIB (BER),D:EL@,-,17011997,1997,Equities,Berlin,Czech Republic,Euro,Industrial Metals and Mining,Energomontaze Lib (Berlin),Dead
ENERGOREMONT,CR:ENE,-,1062007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Industrial Engineering,Energoremont,Dead
ENGRENAGES RDC.MESSIAN,F:ERC,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Engrenages Reducteurs Messian,Dead
ENSTO OY,M:ENY,-,21122004,2004,Equities,Helsinki,Finland,Euro,Unclassified,Ensto OY,Dead
ENSTO OY E OSAKE,M:ENST,-,14061999,1999,Equities,Helsinki,Finland,Euro,Unclassified,Ensto OY E Osake,Dead
ENT FERROVIAIRE,F:ENFE,-,14021997,1997,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,ENT Ferroviaire,Dead
ENTRELEC GROUP,F:EN@,-,27061997,1997,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Entrelec Group,Dead
EPPLE-BUXBAUM ORD.,998218,-,1011973,1973,Equities,Vienna Stock Exchange,Austria,Austrian Schilling,Industrial Engineering,Epple-Buxbaum Ordinary,Dead
EQ CORPORATION,M:EQO,-,14042000,2000,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,Equity Corporation,Dead
EQUANT NV,15267N,-,25032002,2002,Equities,Non NASDAQ OTC,France,United States Dollar,Telecommunications Service Providers,Equant NV,Dead
EQUITE,F:EQU,-,4101996,1996,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Equite,Dead
ERAP-ELF CERT,F:AK@F,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Oil, Gas and Coal",Erap-Elf Certificate,Dead
ERG CAPITAL-1,BL:ERG,6EA.BB^J12,1032006,2006,Equities,Sofia,Bulgaria,Bulgarian Lev,Real Estate Investment Trusts,ERG Capital-1,Dead
ERG CAPITAL-2,BL:ERC,6ER.BB^J12,24042009,2009,Equities,Sofia,Bulgaria,Bulgarian Lev,Real Estate Investment Trusts,ERG Capital-2,Dead
ERIDANIA BEGHIN SAY,F:BGN,-,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Eridania Beghin Say,Dead
ERNAULT-SOMUA LIMITED DATA,F:ERNA,-,1011973,1973,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Ernault-Somua Limited Data,Dead
ESAB VAMBERK,143535,-,30111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Unclassified,Esab Vamberk,Dead
ESBJERG BANK,772430,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Esbjerg Bank,Dead
ESPER.BONNE FORT.,932578,-,21021974,1974,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Industrial Metals and Mining,Esperance Bonne Fortune,Dead
EST ASIATIQUE (PAR) LIMITED DATA,936904,-,18041989,1989,Equities,Euronext.liffe Paris,Denmark,French Franc,General Industrials,Est Asiatique (Paris-SBF) Limited Data,Dead
EST ASIATIQUE HDG. (PAR),504198,-,5051989,1989,Equities,Euronext.liffe Paris,Denmark,French Franc,General Industrials,Est Asiatique Holdings (Paris-SBF),Dead
ESV,ESV,-,25072003,2003,Equities,London,Denmark,United Kingdom Pound,Investment Banking and Brokerage Services,ESV,Dead
ETA HLINSICO,CZ:EPH,-,24081993,1993,Equities,Prague,Czech Republic,Czech Koruna,Technology Hardware and Equipment,ETA Hlinsico,Dead
ETOILE COMIT.,F:ETO,-,21041989,1989,Equities,Euronext.liffe Paris,France,Euro,Non-life Insurance,Etoile Commerciale,Dead
ETZ EKONOMSKO TEHNICKI,CR:ETZ,ETZ.ZA^I09,8122004,2004,Equities,Zagreb,Croatia,Croatian Kuna,Construction and Materials,ETZ Ekonomsko Tehnicki,Dead
EUR. SOUFRE IND.,929271,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Food Producers,European Soufre Industry,Dead
EURAFREP,932938,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Oil, Gas and Coal",Eurafrep,Dead
EURAL PARK HASS,B:EURA,BE0015534143.BR^G19,6102015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Transportation,Eural Park Hass,Dead
EUREXIA,F:EURA,EXIA.PA^G10,16121997,1997,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Eurexia,Dead
EURO CARGO SERVICES,F:ECS,-,9121998,1998,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Euro Cargo Services,Dead
EURO INVEST FX,307170,-,4091990,1990,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Alternative Energy,Euro Invest FX,Dead
EURO-INDUSTRIES (SUSP - 01/03/93),772459,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Euro-Industries (Suspended - 01/03/93),Dead
EURO.D'EXTINCTEURS,F:EEX,-,1061994,1994,Equities,Lyon,France,Euro,Industrial Support Services,European d'Extincteurs,Dead
EUROCOM IND.,DK:EUR,-,4121998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Telecommunications Equipment,Eurocom Industry,Dead
EUROCRYSTAL,F:EUCR,-,11022002,2002,Equities,Euronext.liffe Paris,France,Euro,Medical Equipment and Services,Eurocrystal,Dead
EURODIRECT MARKETING,866785,-,5071996,1996,Equities,Euronext.liffe Paris,France,Euro,Media,Eurodirect Marketing,Dead
EURODUHAN,CR:ERO,DHBJ.ZA^H12,25032008,2008,Equities,Zagreb,Croatia,Croatian Kuna,Investment Banking and Brokerage Services,Euroduhan,Dead
EUROFLEX,F:EURF,-,13091996,1996,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Euroflex,Dead
EUROFRANDEV LIMITED DATA,F:EFRA,-,13081993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Eurofrandev Limited Data,Dead
EUROHERC OSIGURANJE,CR:EUR,EHOS.ZA^H18,8062007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Non-life Insurance,Euroherc Osiguranje,Dead
EUROMARCHE,951915,-,15091978,1978,Equities,Euronext.liffe Paris,France,French Franc,"Personal Care, Drug and Grocery Stores",Euromarche,Dead
EUROPE,936798,-,28111975,1975,Equities,Euronext.liffe Paris,France,French Franc,Non-life Insurance,Europe,Dead
EUROPE ENVIRONNEMENT,F:ENV,-,25092003,2003,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Europe Environnement,Dead
EUROPEINVESTMENT,DK:EU0,-,30101989,1989,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Media,Europeinvestment,Dead
EUROPHANE,916880,-,1011973,1973,Equities,Euronext.liffe Paris,France,French Franc,Technology Hardware and Equipment,Europhane,Dead
EVER,255645,-,7122000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Ever,Dead
EVIALIS,F:GUY,GYOP.PA^F09,12061996,1996,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Evialis,Dead
EVN RAZPREDELENI,BL:RAP,EV6.BB^I12,22122011,2011,Equities,Sofia,Bulgaria,Bulgarian Lev,Electricity,EVN Razpredeleni,Dead
EVOX RIFA GROUP (BER),D:EVV,-,2042002,2002,Equities,Berlin,Finland,Euro,Technology Hardware and Equipment,Evox Rifa Group (Berlin),Dead
EXCELSA NEKRETNINE,CR:ALS,ATLN.ZA^L19,1112010,2010,Equities,Zagreb,Croatia,Croatian Kuna,Real Estate Investment and Services,Excelsa Nekretnine,Dead
EXOR LIMITED DATA,936767,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Personal Care, Drug and Grocery Stores",Exor Limited Data,Dead
EXPANDIA FOND OTC,CR:EXP,-,27041999,1999,Equities,Zagreb,Croatia,Croatian Kuna,Investment Banking and Brokerage Services,Expandia Fond Over the Counter,Dead
EXPORTDRVO,CR:EXD,EXPV.ZA^B17,11022014,2014,Equities,Zagreb,Croatia,Croatian Kuna,Household Goods and Home Construction,Exportdrvo,Dead
F JUNCKERS INDR.,DK:FJI,-,17101988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,F Junckers Industrier,Dead
FAB,CZ:FAB,-,11111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Industrial Support Services,FAB,Dead
FACOM SA,F:RC@F,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Facom SA,Dead
FAIANS AD-KASPITCHAN,BL:FAI,-,19051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Household Goods and Home Construction,Faians AD-Kaspitchan,Dead
FAIRPLAY RESD.PROPS.,BL:FAL,FARE.BB^F09,5012009,2009,Equities,Sofia,Bulgaria,Bulgarian Lev,Real Estate Investment and Services,Fairplay Residential Properties,Dead
FALCK,DK:FAL,-,20072004,2004,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Support Services,Falck,Dead
FARMOS GROUP 1,772944,-,25031988,1988,Equities,Helsinki,Finland,Finnish Markka,Pharmaceuticals and Biotechnology,Farmos Group 1,Dead
FAST EJENDOM DANSK EJENDOMSPORTEFOELJE,86843K,-,15022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Fast Ejendom Dansk Ejendomsportefoelje,Dead
FATRA,CZ:FAT,-,9111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Chemicals,Fatra,Dead
FAZER MUSIIKKI,533129,-,15081989,1989,Equities,Helsinki,Finland,Finnish Markka,Unclassified,Fazer Musiikki,Dead
FELLOW PANKKI,M:FEFO,FELLOW.HE^D22,10102018,2018,Equities,Helsinki,Finland,Euro,Finance and Credit Services,Fellow Pankki,Dead
FELTEN&GUILLEAUME,702748,-,1011973,1973,Equities,Vienna Stock Exchange,Austria,Austrian Schilling,Technology Hardware and Equipment,Felten and Guilleaume,Dead
FERMES FRANCAISES,F:FERM,-,13091996,1996,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Fermes Francaises,Dead
FERMIERES DE VICHY,F:FEVI,-,19091990,1990,Equities,Lyon,France,Euro,Food Producers,Fermieres de Vichy,Dead
FERONA,142120,-,6011994,1994,Equities,Prague,Czech Republic,Czech Koruna,Retailers,Ferona,Dead
FI SYSTEM,F:FIS,-,6101998,1998,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,FI System,Dead
FICHET-BAUCHE,F:FCT,-,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Fichet-Bauche,Dead
FIDEI,F:IMOF,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Fidei,Dead
FIDELITAS,932372,-,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Non-life Insurance,Fidelitas,Dead
FIH,N:FIH,-,12121988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,FIH,Dead
FIMAF LIMITED DATA,F:FIMA,-,2101992,1992,Equities,Bordeaux,France,French Franc,Unclassified,Fimaf Limited Data,Dead
FIMMAC,8717RP,BE0024603624.BR^G19,1122015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Unclassified,Fimmac,Dead
FINABAIL LIMITED DATA,309706,-,3121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Construction and Materials,Finabail Limited Data,Dead
FINANC DEFINTER,8670WR,BE0135955582.BR^E17,1032016,2016,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Financ Definter,Dead
FINANCIAL,F:FINN,MLFIN.PA^G10,22122004,2004,Equities,Euronext.liffe Paris,France,Euro,Beverages,Financial,Dead
FINANCIERE D'AUTEUIL LIMITED DATA,F:FINA,-,19111993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Financiere d'Auteuil Limited Data,Dead
FINANCIERE DG,772631,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Financiere DG,Dead
FINANCIERE DU SCRIBE LIMITED DATA,F:FINS,-,28071994,1994,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Financiere du Scribe Limited Data,Dead
FINANCIERE NATEXIS LIMITED DATA,F:SDOM,-,14061990,1990,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Financiere Natexis Limited Data,Dead
FINAXA,F:DROF,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Non-life Insurance,Finaxa,Dead
FINC. POLIET,923546,-,1011973,1973,Equities,Euronext.liffe Paris,France,French Franc,Construction and Materials,Financiere Poliet,Dead
FINC.D'ANGERS LIMITED DATA,F:FAN,-,18041989,1989,Equities,Nantes,France,French Franc,Construction and Materials,Financiere d'Angers Limited Data,Dead
FINC.ET FONC.EUROBAIL,F:EURB,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Financiere et Foncier Eurobail,Dead
